stockid,ticker,genre,name
767,CTRN,Drama,"Citi Trends, Inc. - Common Stock"
768,CTRP,Drama,"Ctrip.com International, Ltd. - American Depositary Shares"
769,CTRV,Documentary,ContraVir Pharmaceuticals Inc. - Common Stock
770,CTSH,Drama,Cognizant Technology Solutions Corporation - Class A Common Stock
771,CTSO,Comedy|Drama,Cytosorbents Corporation - Common Stock
772,CTWS,Comedy,"Connecticut Water Service, Inc. - Common Stock"
773,CTXR,Drama,"Citius Pharmaceuticals, Inc. - Common Stock"
774,CTXRW,Drama,"Citius Pharmaceuticals, Inc. - Warrant"
775,CTXS,Horror,"Citrix Systems, Inc. - Common Stock"
776,CUBA,Comedy|Drama,"The Herzfeld Caribbean Basin Fund, Inc. - Closed End FUnd"
777,CUE,War,"Cue Biopharma, Inc. - Common Stock"
778,CUI,Drama,"CUI Global, Inc. - Common Stock"
779,CUR,Drama|Romance,"Neuralstem, Inc. - Common Stock"
780,CUTR,Action|Sci-Fi|War,"Cutera, Inc. - Common Stock"
781,CVBF,Drama,CVB Financial Corporation - Common Stock
782,CVCO,Thriller,"Cavco Industries, Inc. - Common Stock"
783,CVCY,Animation|Children's|Musical,Central Valley Community Bancorp - Common Stock
784,CVGI,Comedy,"Commercial Vehicle Group, Inc. - Common Stock"
785,CVGW,Comedy,"Calavo Growers, Inc. - Common Stock"
786,CVLT,Action|Thriller,"Commvault Systems, Inc. - Common Stock"
787,CVLY,Documentary,"Codorus Valley Bancorp, Inc - Common Stock"
788,CVON,Comedy|Fantasy|Romance|Sci-Fi,"ConvergeOne Holdings, Inc. - Class A Common Stock"
789,CVTI,Drama,"Covenant Transportation Group, Inc. - Class A Common Stock"
790,CVV,Drama,CVD Equipment Corporation - Common Stock
791,CWAY,Documentary,"Coastway Bancorp, Inc. - Common Stock"
792,CWBC,Fantasy,Community West Bancshares - Common Stock
793,CWBR,Drama,"CohBar, Inc. - Common Stock"
794,CWCO,Comedy|Drama,Consolidated Water Co. Ltd. - Ordinary Shares
795,CWST,Drama,"Casella Waste Systems, Inc. - Class A Common Stock"
796,CXDC,Drama,China XD Plastics Company Limited - Common Stock
797,CXSE,Comedy,WisdomTree China ex-State-Owned Enterprises Fund
798,CY,Action|Adventure|Thriller,Cypress Semiconductor Corporation - Common Stock
799,CYAD,Comedy|Horror,Celyad SA - American Depositary Shares
800,CYAN,Drama|Mystery,Cyanotech Corporation - Common Stock
801,CYBE,Children's|Comedy,CyberOptics Corporation - Common Stock
802,CYBR,Drama|Romance,CyberArk Software Ltd. - Ordinary Shares
803,CYCC,Romance,"Cyclacel Pharmaceuticals, Inc. - Common Stock"
804,CYCCP,Comedy|Romance,"Cyclacel Pharmaceuticals, Inc. - 6% Convertible Preferred Stock"
805,CYHHZ,Drama,"Community Health Systems, Inc. - Series A Contingent Value Rights"
806,CYOU,Drama,"Changyou.com Limited - American Depositary Shares, each representing two Class A ordinary shares"
807,CYRN,Comedy|Romance,CYREN Ltd. - Ordinary Shares
808,CYRX,Adventure|Children's,"CryoPort, Inc. - Common Stock"
809,CYRXW,Action|Adventure,"CryoPort, Inc. - Warrants"
810,CYTK,Children's|Comedy|Fantasy,"Cytokinetics, Incorporated - Common Stock"
811,CYTR,Comedy,CytRx Corporation - Common Stock
812,CYTX,Drama,Cytori Therapeutics Inc. - Common Stock
813,CYTXW,Comedy,Cytori Therapeutics Inc. - Warrant
814,CYTXZ,Drama,Cytori Therapeutics Inc. - Series S Warrant
815,CZFC,Action|Mystery|Thriller,Citizens First Corporation - Common Stock
816,CZNC,Drama,Citizens & Northern Corp - Common Stock
818,CZR,Comedy,Caesars Entertainment Corporation - Common Stock
819,CZWI,Comedy|Drama,"Citizens Community Bancorp, Inc. - Common Stock"
820,DAIO,Drama,Data I/O Corporation - Common Stock
821,DAKT,Romance,"Daktronics, Inc. - Common Stock"
822,DALI,Drama,First Trust DorseyWright DALI 1 ETF
823,DARE,Drama,"Dare Bioscience, Inc. - Common Stock"
824,DAVE,Drama,"Famous Dave's of America, Inc. - Common Stock"
825,DAX,Comedy|Romance,Horizons DAX Germany ETF
826,DBVT,Drama,DBV Technologies S.A. - American Depositary Shares
827,DBX,Drama,"Dropbox, Inc. - Class A Common Stock"
828,DCAR,Adventure|Children's,"DropCar, Inc. - Common Stock"
829,DCIX,Comedy|Musical,Diana Containerships Inc. - Common Shares
830,DCOM,Comedy,"Dime Community Bancshares, Inc. - Common Stock"
831,DCPH,Drama,"Deciphera Pharmaceuticals, Inc. - Common Stock"
832,DDBI,Drama|Thriller,Legg Mason Developed EX-US Diversified Core ETF
833,DDIV,Comedy,First Trust Dorsey Wright Momentum & Dividend ETF
834,DELT,Comedy,Delta Technology Holdings Limited - Ordinary Shares
835,DENN,Drama,Denny's Corporation - Common Stock
836,DERM,Action|Adventure|Thriller,"Dermira, Inc. - Common Stock"
837,DEST,Children's|Comedy,Destination Maternity Corporation - Common Stock
838,DFBG,Comedy|Drama|Romance,Differential Brands Group Inc. - Common Stock
839,DFBH,Action|Thriller,DFB Healthcare Acquisitions Corp. - Common Stock
840,DFBHU,Comedy,DFB Healthcare Acquisitions Corp. - Unit
841,DFBHW,Horror,DFB Healthcare Acquisitions Corp. - Warrant
842,DFFN,Horror,Diffusion Pharmaceuticals Inc. - Common Stock
843,DFNL,Drama,Davis Select Financial ETF
844,DFRG,Drama,"Del Frisco's Restaurant Group, Inc. - Common Stock"
845,DFVL,Drama,Barclays PLC - iPath US Treasury 5 Year Bull ETN
846,DFVS,Drama,Barclays PLC - iPath US Treasury 5-year Bear ETN
847,DGICA,Comedy|Drama,"Donegal Group, Inc. - Class A Common Stock"
848,DGICB,Drama,"Donegal Group, Inc. - Class B Common Stock"
849,DGII,Action|Adventure|Sci-Fi|Thriller,Digi International Inc. - Common Stock
850,DGLD,Crime|Drama,Credit Suisse AG - VelocityShares 3x Inverse Gold ETN
851,DGLY,Drama,"Digital Ally, Inc. - Common Stock"
852,DGRE,Comedy|Romance,WisdomTree Emerging Markets Quality Dividend Growth Fund
853,DGRS,Drama,WisdomTree U.S. SmallCap Quality Dividend Growth Fund
854,DGRW,Drama,WisdomTree U.S. Quality Dividend Growth Fund
855,DHIL,Drama,"Diamond Hill Investment Group, Inc. - Class A Common Stock"
856,DHXM,Comedy,DHX Media Ltd. - Common Voting and Variable Voting Shares
857,DINT,Drama,Davis Select International ETF
858,DIOD,Action|Crime|Drama,Diodes Incorporated - Common Stock
859,DISCA,Documentary,"Discovery, Inc. - Series A Common Stock"
860,DISCB,Comedy,"Discovery, Inc. - Series B Common Stock"
861,DISCK,Action|Thriller,"Discovery, Inc. - Series C Common Stock"
862,DISH,Drama,DISH Network Corporation - Class A Common Stock
863,DJCO,Comedy,Daily Journal Corp. (S.C.) - Common Stock
864,DLBL,Comedy|Drama,Barclays PLC - iPath US Treasury Long Bond Bull ETN
865,DLBS,Drama,Barclays PLC - iPath US Treasury Long Bond Bear ETN
866,DLHC,Crime|Drama|Romance|Thriller,DLH Holdings Corp. - Common Stock
867,DLPN,Comedy|Crime,"Dolphin Entertainment, Inc. - Common Stock"
868,DLPNW,Comedy,"Dolphin Entertainment, Inc. - Warrant"
869,DLTH,Crime,Duluth Holdings Inc. - Class B Common Stock
870,DLTR,Comedy,"Dollar Tree, Inc. - Common Stock"
871,DMLP,Comedy,"Dorchester Minerals, L.P. - Common Units Representing Limited Partnership Interests"
872,DMPI,Drama,"DelMar Pharmaceuticals, Inc. - Common Stock"
873,DMRC,Drama,Digimarc Corporation - Common Stock
874,DNBF,Crime|Drama,DNB Financial Corp - Common Stock
875,DNJR,Drama,Golden Bull Limited - Ordinary Share
876,DNKN,Action,"Dunkin' Brands Group, Inc. - Common Stock"
877,DNLI,Drama,Denali Therapeutics Inc. - Common Stock
878,DOCU,Drama,"DocuSign, Inc. - Common Stock"
879,DOGZ,Horror,Dogness (International) Corporation - Class A Common Stock
880,DOMO,Sci-Fi|Thriller,"Domo, Inc. - Class B Common Stock"
881,DORM,Children's|Comedy,"Dorman Products, Inc. - Common Stock"
882,DOTA,Drama|Thriller,"Draper Oakwood Technology Acquisition, Inc. - Class A Common Stock"
884,DOTAR,Drama,"Draper Oakwood Technology Acquisition, Inc. - Right"
885,DOTAU,Children's|Drama|Fantasy,"Draper Oakwood Technology Acquisition, Inc. - Unit"
886,DOTAW,Action,"Draper Oakwood Technology Acquisition, Inc. - Warrant"
887,DOVA,Drama,"Dova Pharmaceuticals, Inc. - Common Stock"
888,DOX,Animation|Children's,Amdocs Limited - Ordinary Shares
889,DRAD,Romance,Digirad Corporation - Common Stock
890,DRIO,Thriller,DarioHealth Corp. - Common Stock
891,DRIOW,Horror|Thriller,DarioHealth Corp. - Warrant
892,DRIV,Comedy|Drama|Romance,Global X Autonomous & Electric Vehicles ETF
893,DRNA,Drama,"Dicerna Pharmaceuticals, Inc. - Common Stock"
894,DRRX,Romance,DURECT Corporation - Common Stock
895,DRYS,Drama,DryShips Inc. - Common Stock
896,DSGX,Drama,The Descartes Systems Group Inc. - Common Stock
897,DSKE,Adventure|War,"Daseke, Inc. - Common Stock"
898,DSKEW,Comedy|Romance,"Daseke, Inc. - Warrant"
899,DSLV,Musical|Romance,Credit Suisse AG - VelocityShares 3x Inverse Silver ETN
900,DSPG,Musical|Romance,"DSP Group, Inc. - Common Stock"
901,DSWL,Comedy|Musical,"Deswell Industries, Inc. - Common Shares"
902,DTEA,Drama|Romance,DAVIDsTEA Inc. - Common Stock
903,DTRM,Mystery|Thriller,"Determine, Inc.  - Common Stock"
904,DTUL,Mystery|Thriller,Barclays PLC - iPath US Treasury 2 Yr Bull ETN
905,DTUS,Comedy,Barclays PLC - iPath US Treasury 2-year Bear ETN
906,DTYL,Mystery|Thriller,Barclays PLC - iPath US Treasury 10 Year Bull ETN
907,DTYS,Comedy|Musical|Romance,Barclays PLC - iPath US Treasury 10-year Bear ETN
908,DUSA,Drama|Thriller,Davis Select U.S. Equity ETF
909,DVAX,Comedy|Drama,Dynavax Technologies Corporation - Common Stock
910,DVCR,Comedy|Crime,Diversicare Healthcare Services Inc. - Common Stock
911,DVLU,Comedy|Mystery|Romance|Thriller,First Trust Dorsey Wright Momentum & Value ETF
912,DVOL,Drama|Romance|War,First Trust Dorsey Wright Momentum & Low Volatility ETF
913,DVY,Film-Noir|Mystery,iShares Select Dividend ETF
914,DWAQ,Musical|Romance,Invesco DWA NASDAQ Momentum ETF
915,DWAS,Comedy|Romance,Invesco DWA SmallCap Momentum ETF
916,DWAT,Comedy|Romance,Arrow DWA Tactical ETF
917,DWCH,Children's|Drama,Datawatch Corporation - Common Stock
918,DWCR,Musical,Arrow DWA Country Rotation ETF
919,DWFI,Adventure|Children's|Drama|Musical,SPDR Dorsey Wright Fixed Income Allocation ETF
920,DWIN,Drama|Romance|War,Invesco DWA Tactical Multi-Asset Income ETF
921,DWLD,Comedy,Davis Select Worldwide ETF
922,DWLV,Film-Noir,Invesco DWA Momentum & Low Volatility Rotation ETF
923,DWMC,Drama,AdvisorShares Dorsey Wright Micro-Cap ETF
924,DWPP,Drama|Mystery|Sci-Fi|Thriller,First Trust Dorsey Wright People's Portfolio ETF
925,DWSH,Adventure|Romance,AdvisorShares Dorsey Wright Short ETF
926,DWSN,Drama,Dawson Geophysical Company - Common Stock
927,DWTR,Comedy,Invesco DWA Tactical Sector Rotation ETF
928,DXCM,Romance|Thriller,"DexCom, Inc. - Common Stock"
929,DXGE,Thriller,WisdomTree Germany Hedged Equity Fund
930,DXJS,Film-Noir|Romance|Thriller,WisdomTree Japan Hedged SmallCap Equity Fund
931,DXLG,Mystery|Romance|Thriller,"Destination XL Group, Inc. - Common Stock"
932,DXPE,Romance,"DXP Enterprises, Inc. - Common Stock"
933,DXYN,Comedy|Romance|Thriller,"The Dixie Group, Inc. - Common Stock"
934,DYNT,Comedy,Dynatronics Corporation - Common Stock
935,DYSL,Comedy|Musical,Dynasil Corporation of America - Common Stock
936,DZSI,Comedy|Romance,"DASAN Zhone Solutions, Inc. - Common Stock"
937,EA,Comedy|Romance,Electronic Arts Inc. - Common Stock
938,EACQ,Musical,Easterly Acquisition Corp. - Common Stock
939,EACQU,Comedy|Drama,Easterly Acquisition Corp. - Unit
940,EACQW,Action|Adventure,Easterly Acquisition Corp. - Warrant
941,EAGL,Adventure,Platinum Eagle Acquisition Corp. - Class A Ordinary Shares
942,EAGLU,Crime|Film-Noir|Mystery,Platinum Eagle Acquisition Corp. - Unit
943,EAGLW,Drama|Romance,Platinum Eagle Acquisition Corp. - Warrant
944,EARS,Drama,Auris Medical Holding AG - Common Shares
945,EAST,Comedy|Musical|Romance,"Eastside Distilling, Inc. - Common Stock"
946,EASTW,Comedy|Drama|War,"Eastside Distilling, Inc. - Warrants"
947,EBAY,Comedy,eBay Inc. - Common Stock
948,EBAYL,Drama,eBay Inc. - 6.0% Notes Due 2056
949,EBIX,Drama,"Ebix, Inc. - Common Stock"
950,EBMT,Mystery,"Eagle Bancorp Montana, Inc. - Common Stock"
951,EBSB,Comedy,"Meridian Bancorp, Inc. - Common Stock"
952,EBTC,Adventure|Comedy,Enterprise Bancorp Inc - Common Stock
953,ECHO,Drama,"Echo Global Logistics, Inc. - Common Stock"
954,ECOL,Drama,"US Ecology, Inc. - Common Stock"
955,ECOR,Comedy,"electroCore, Inc. - Common Stock"
956,ECPG,Drama|Romance,Encore Capital Group Inc - Common Stock
957,ECYT,Drama,"Endocyte, Inc. - Common Stock"
958,EDAP,Comedy|Mystery,"EDAP TMS S.A. - American Depositary Shares, each representing One Ordinary Share"
959,EDBI,Drama,Legg Mason Emerging Markets Diversified Core ETF
960,EDGE,Crime|Drama,"Edge Therapeutics, Inc. - Common Stock"
961,EDGW,Drama,"Edgewater Technology, Inc. - Common Stock"
962,EDIT,Crime|Drama,"Editas Medicine, Inc. - Common Stock"
963,EDRY,Musical,EuroDry Ltd. - Common Shares
964,EDUC,Western,Educational Development Corporation - Common Stock
965,EEFT,Thriller,"Euronet Worldwide, Inc. - Common Stock"
966,EEI,Drama,"Ecology and Environment, Inc. - Class A Common Stock"
967,EEMA,Western,iShares MSCI Emerging Markets Asia ETF
968,EFAS,Horror|Sci-Fi,Global X MSCI SuperDividend EAFE ETF
969,EFBI,Action|Adventure|Romance|War,"Eagle Financial Bancorp, Inc. - Common Stock"
970,EFII,Comedy|Drama,"Electronics for Imaging, Inc. - Common Stock"
971,EFOI,Drama,"Energy Focus, Inc. - Common Stock"
972,EFSC,Drama,Enterprise Financial Services Corporation - Common Stock
973,EGAN,Drama,eGain Corporation - Common Stock
974,EGBN,Drama|Romance,"Eagle Bancorp, Inc. - Common Stock"
975,EGC,Comedy|Musical,"Energy XXI Gulf Coast, Inc. - Common Stock"
976,EGLE,Romance|War,Eagle Bulk Shipping Inc. - Common Stock
977,EGLT,Mystery,Egalet Corporation - Common Stock
978,EGOV,Drama,NIC Inc. - Common Stock
979,EGRX,Drama|War,"Eagle Pharmaceuticals, Inc. - Common Stock"
980,EHTH,Action,"eHealth, Inc. - Common Stock"
981,EIDX,Drama,"Eidos Therapeutics, Inc. - Common Stock"
982,EIGI,Drama,"Endurance International Group Holdings, Inc. - Common Stock"
983,EIGR,Romance,"Eiger BioPharmaceuticals, Inc. - Common Stock"
984,EKSO,Comedy|Drama,"Ekso Bionics Holdings, Inc. - Common Stock"
985,ELGX,Documentary,"Endologix, Inc. - Common Stock"
986,ELON,Adventure|Children's,Echelon Corporation - Common Stock
987,ELOX,Drama|Romance,"Eloxx Pharmaceuticals, Inc. - Common Stock"
988,ELSE,Comedy|Drama,"Electro-Sensors, Inc. - Common Stock"
989,ELTK,Drama,Eltek Ltd. - Ordinary Shares
990,EMB,Action|Adventure|Thriller,iShares J.P. Morgan USD Emerging Markets Bond ETF
991,EMCB,Drama|War,WisdomTree Emerging Markets Corporate Bond Fund
992,EMCF,Thriller,Emclaire Financial Corp - Common Stock
993,EMCG,Drama,WisdomTree Emerging Markets Consumer Growth Fund
994,EMCI,Drama,EMC Insurance Group Inc. - Common Stock
996,EMIF,Action|Drama|Western,iShares S&P Emerging Markets Infrastructure Index Fund
997,EMITF,Drama|Thriller,Elbit Imaging Ltd. - Ordinary Shares
998,EMKR,Action|Crime,EMCORE Corporation - Common Stock
999,EML,Crime,Eastern Company (The) - Common Stock
1000,EMMS,Crime,Emmis Communications Corporation - Class A Common Stock
1001,EMXC,Comedy,iShares MSCI Emerging Markets ex China ETF
1002,ENDP,Comedy,Endo International plc - Ordinary Shares
1003,ENFC,Drama|Thriller,Entegra Financial Corp. - Common Stock
1004,ENG,Action|Thriller,ENGlobal Corporation - Common Stock
1005,ENPH,Children's|Comedy,"Enphase Energy, Inc. - Common Stock"
1006,ENSG,Drama,"The Ensign Group, Inc. - Common Stock"
1007,ENT,Children's|Comedy|Western,Global Eagle Entertainment Inc. - Common Stock
1008,ENTA,Western,"Enanta Pharmaceuticals, Inc. - Common Stock"
1009,ENTG,Adventure|Children's|Fantasy,"Entegris, Inc. - Common Stock"
1010,ENTX,Children's|Comedy,Entera Bio Ltd. - Ordinary Shares
1011,ENTXW,Adventure|Children's|Comedy,Entera Bio Ltd. - Warrant
1012,ENZL,Children's|Drama,iShares MSCI New Zealand ETF
1013,EOLS,Children's|Drama,"Evolus, Inc. - Common Stock"
1014,EPAY,Children's|Comedy|Drama,"Bottomline Technologies, Inc. - Common Stock"
1015,EPIX,Adventure|Children's,ESSA Pharma Inc. - Common Stock
1016,EPZM,Children's|Comedy,"Epizyme, Inc. - Common Stock"
1017,EQBK,Adventure|Children's,"Equity Bancshares, Inc. - Class A Common Stock"
1018,EQIX,Children's|Comedy|Mystery,"Equinix, Inc. - Common Stock"
1019,EQRR,Adventure|Children's|Fantasy|Sci-Fi,ProShares Equities for Rising Rates ETF
1020,ERI,Comedy,"Eldorado Resorts, Inc. - Common Stock"
1021,ERIC,Children's|Comedy,Ericsson - ADS each representing 1 underlying Class B share
1022,ERIE,Animation|Children's|Musical,Erie Indemnity Company - Class A Common Stock
1023,ERII,Animation|Children's,"Energy Recovery, Inc. - Common Stock"
1024,ERYP,Animation|Children's|Musical,Erytech Pharma S.A. - American Depositary Shares
1025,ESBK,Animation|Children's,Elmira Savings Bank NY (The) - Common Stock
1026,ESCA,Children's|Drama,"Escalade, Incorporated - Common Stock"
1027,ESEA,Drama,Euroseas Ltd. - Common Stock
1028,ESES,Children's|Comedy|Musical,"Eco-Stim Energy Solutions, Inc. - Common Stock"
1029,ESG,Animation|Children's|Musical,FlexShares STOXX US ESG Impact Index Fund
1030,ESGD,Adventure|Animation|Children's|Musical,iShares MSCI EAFE ESG Optimized ETF
1031,ESGE,Adventure|Children's|Musical,iShares MSCI EM ESG Optimized ETF
1032,ESGG,Animation|Children's|Musical,FlexShares STOXX Global ESG Impact Index Fund
1033,ESGR,Animation|Children's,Enstar Group Limited - Ordinary Shares
1034,ESGRP,Crime,Enstar Group Limited - Depositary Shares Each Representing 1/1000th of an interest in Preference Shares
1035,ESGU,Musical,iShares MSCI USA ESG Optimized ETF
1036,ESIO,Action|Thriller,"Electro Scientific Industries, Inc. - Common Stock"
1037,ESLT,Action|Sci-Fi|Thriller,Elbit Systems Ltd. - Ordinary Shares
1038,ESND,Drama,Essendant Inc. - Common Stock
1039,ESPR,Documentary,"Esperion Therapeutics, Inc. - Common Stock"
1040,ESQ,Drama,"Esquire Financial Holdings, Inc. - Common Stock"
1041,ESRX,Drama,Express Scripts Holding Company - Common Stock
1042,ESSA,Comedy,"ESSA Bancorp, Inc. - common stock"
1043,ESTA,Drama|Romance,Establishment Labs Holdings Inc. - Common Shares
1044,ESTR,Drama,"Estre Ambiental, Inc. - Ordinary Shares"
1045,ESTRW,Comedy|Drama,"Estre Ambiental, Inc. - Warrants"
1046,ESXB,Drama|Romance,Community Bankers Trust Corporation. - Common Stock
1047,ETFC,Action|Thriller,E*TRADE Financial Corporation - Common Stock
1049,ETSY,Action|Adventure,"Etsy, Inc. - Common Stock"
1050,EUFN,Documentary|Drama,iShares MSCI Europe Financials Sector Index Fund
1051,EVBG,Drama,"Everbridge, Inc. - Common Stock"
1052,EVER,Drama,"EverQuote, Inc. - Class A Common Stock"
1053,EVFM,Crime|Drama,"Evofem Biosciences, Inc. - Common Stock"
1054,EVFTC,Drama,Eaton Vance NextShares Trust II - Eaton Vance Floating-Rate NextShares
1055,EVGBC,Thriller,Eaton Vance NextShares Trust - Eaton Vance Global Income Builder NextShares
1056,EVGN,Drama,Evogene Ltd. - Ordinary Shares
1057,EVK,Comedy|Musical|Romance,"Ever-Glory International Group, Inc. - Common Stock"
1058,EVLMC,Drama,Eaton Vance NextShares Trust II - Eaton Vance TABS 5-to-15 Year Laddered Municipal Bond NextShares
1059,EVLO,Drama|Romance,"Evelo Biosciences, Inc. - Common Stock"
1060,EVLV,Comedy|Drama,EVINE Live Inc. - Common Stock
1061,EVOK,Crime|Drama,"Evoke Pharma, Inc. - Common Stock"
1062,EVOL,Drama,"Evolving Systems, Inc. - Common Stock"
1063,EVOP,Drama,"EVO Payments, Inc. - Class A Common Stock"
1064,EVSTC,Animation|Children's|Comedy,Eaton Vance NextShares Trust - Eaton Vance Stock NextShares
1065,EWBC,Mystery,"East West Bancorp, Inc. - Common Stock"
1066,EWZS,Comedy|Musical|Romance,iShares MSCI Brazil Small-Cap ETF
1067,EXAS,Comedy|Musical|Romance,Exact Sciences Corporation - Common Stock
1068,EXEL,Crime|Film-Noir,"Exelixis, Inc. - Common Stock"
1069,EXFO,Film-Noir|Thriller,EXFO Inc - Subordinate Voting Shares
1070,EXLS,Adventure,"ExlService Holdings, Inc. - Common Stock"
1071,EXPD,Romance|War,"Expeditors International of Washington, Inc. - Common Stock"
1073,EXPE,Adventure|Children's|Comedy|Fantasy,"Expedia Group, Inc. - Common Stock"
1075,EXPI,Comedy,"eXp World Holdings, Inc. - Common Stock"
1076,EXPO,Thriller,"Exponent, Inc. - Common Stock"
1077,EXTR,Comedy|Sci-Fi,"Extreme Networks, Inc. - Common Stock"
1078,EYE,Comedy|War,"National Vision Holdings, Inc. - Common Stock"
1079,EYEG,Comedy,"Eyegate Pharmaceuticals, Inc. - Common Stock"
1080,EYEGW,Comedy,"Eyegate Pharmaceuticals, Inc. - Warrants"
1081,EYEN,Comedy|Musical,"Eyenovia, Inc. - Common Stock"
1082,EYES,Drama,"Second Sight Medical Products, Inc. - Common Stock"
1083,EYESW,Comedy|Musical,"Second Sight Medical Products, Inc. - Warrants"
1084,EYPT,Crime|Drama,"EyePoint Pharmaceuticals, Inc. - Common Stock"
1085,EZPW,Adventure|Drama,"EZCORP, Inc. - Class A Non-Voting Common Stock"
1086,FAAR,Mystery|Thriller,First Trust Alternative Absolute Return Strategy ETF
1087,FAB,Musical,First Trust Multi Cap Value AlphaDEX Fund
1088,FAD,Musical|Romance,First Trust Multi Cap Growth AlphaDEX Fund
1089,FALN,Crime|Thriller,iShares Fallen Angels USD Bond ETF
1090,FAMI,Drama|War,"Farmmi, INC. - Ordinary Shares"
1091,FANG,Comedy,"Diamondback Energy, Inc. - Commmon Stock"
1092,FANH,Mystery|Thriller,"Fanhua Inc. - American depositary shares, each representing 20 ordinary shares"
1093,FARM,Drama|Musical,Farmer Brothers Company - Common Stock
1094,FARO,Drama|Romance|War,"FARO Technologies, Inc. - Common Stock"
1095,FAST,Drama,Fastenal Company - Common Stock
1096,FAT,Drama,FAT Brands Inc. - Common Stock
1097,FATE,Children's|Drama|Fantasy|Sci-Fi,"Fate Therapeutics, Inc. - Common Stock"
1098,FB,Comedy,"Facebook, Inc. - Class A Common Stock"
1099,FBIO,Drama,"Fortress Biotech, Inc. - Common Stock"
1100,FBIOP,Action|Romance,"Fortress Biotech, Inc. - 9.375% Series A Cumulative Redeemable Perpetual Preferred Stock"
1101,FBIZ,Action|Romance,"First Business Financial Services, Inc. - Common Stock"
1102,FBMS,Action,"The First Bancshares, Inc. - Common Stock"
1103,FBNC,Drama,First Bancorp - Common Stock
1104,FBNK,Drama,"First Connecticut Bancorp, Inc. - Common Stock"
1105,FBSS,Horror,"Fauquier Bankshares, Inc. - Common Stock"
1106,FBZ,Documentary,First Trust Brazil AlphaDEX Fund
1107,FCA,Comedy,First Trust China AlphaDEX Fund
1108,FCAL,Documentary,First Trust California Municipal High income ETF
1109,FCAN,Drama,First Trust Canada AlphaDEX Fund
1110,FCAP,Action,"First Capital, Inc. - Common Stock"
1111,FCBC,Documentary,"First Community Bancshares, Inc. - Common Stock"
1112,FCBP,Action|Drama,First Choice Bancorp - Common Stock
1113,FCCO,Comedy,First Community Corporation - Common Stock
1114,FCCY,Drama,1st Constitution Bancorp (NJ) - Common Stock
1115,FCEF,Comedy|Drama,First Trust CEF Income Opportunity ETF
1116,FCEL,Drama,"FuelCell Energy, Inc. - Common Stock"
1117,FCNCA,Drama,"First Citizens BancShares, Inc. - Class A Common Stock"
1118,FCSC,Adventure|Western,Fibrocell Science Inc. - Common Stock
1119,FCVT,Drama,First Trust SSI Strategic Convertible Securities ETF
1120,FDBC,Drama,"Fidelity D & D Bancorp, Inc. - Common Stock"
1121,FDEF,Drama,First Defiance Financial Corp. - Common Stock
1122,FDIV,Documentary,First Trust Strategic Income ETF
1123,FDT,Documentary,First Trust Developed Markets Ex-US AlphaDEX Fund
1124,FDTS,Drama,First Trust Developed Markets ex-US Small Cap AlphaDEX Fund
1125,FDUS,Comedy,Fidus Investment Corporation - Common Stock
1126,FDUSL,Comedy|Fantasy,Fidus Investment Corporation - 5.875% Notes due 2023
1127,FEIM,Action|Adventure|Sci-Fi|Thriller,"Frequency Electronics, Inc. - Common Stock"
1128,FELE,Horror,"Franklin Electric Co., Inc. - Common Stock"
1129,FEM,Action|Adventure|Sci-Fi|Thriller,First Trust Emerging Markets AlphaDEX Fund
1130,FEMB,Horror,First Trust Emerging Markets Local Currency Bond ETF
1131,FEMS,Drama,First Trust Emerging Markets Small Cap AlphaDEX Fund
1132,FENC,Drama,Fennec Pharmaceuticals Inc. - Common Stock
1133,FEP,Comedy|Drama,First Trust Europe AlphaDEX Fund
1134,FEUZ,Action|Drama,First Trust Eurozone AlphaDEX ETF
1135,FEX,Comedy,First Trust Large Cap Core AlphaDEX Fund
1136,FEYE,Comedy,"FireEye, Inc. - Common Stock"
1137,FFBC,Romance,First Financial Bancorp. - Common Stock
1138,FFBCW,Documentary,First Financial Bancorp. - Warrant 12/23/2018
1139,FFBW,Drama,"FFBW, Inc. - Common Stock"
1140,FFHL,Drama,"Fuwei Films (Holdings) Co., Ltd. - ORDINARY SHARES"
1141,FFIC,Drama,Flushing Financial Corporation - Common Stock
1142,FFIN,Drama,"First Financial Bankshares, Inc. - Common Stock"
1143,FFIV,Comedy,"F5 Networks, Inc. - Common Stock"
1144,FFNW,Documentary,"First Financial Northwest, Inc. - Common Stock"
1145,FFWM,Documentary,First Foundation Inc. - Common Stock
1146,FGBI,Comedy|Drama,"First Guaranty Bancshares, Inc. - Common Stock"
1147,FGEN,Documentary,"FibroGen, Inc - Common Stock"
1148,FGM,Animation|Comedy,First Trust Germany AlphaDEX Fund
1149,FHB,Documentary|Drama,"First Hawaiian, Inc. - Common Stock"
1150,FHK,Drama,First Trust Hong Kong AlphaDEX Fund
1151,FIBK,Animation|Comedy|Thriller,"First Interstate BancSystem, Inc. - Class A Common Stock"
1152,FID,Crime|Film-Noir|Thriller,First Trust S&P International Dividend Aristocrats ETF
1153,FINX,Film-Noir,Global X FinTech ETF
1154,FISI,Film-Noir,"Financial Institutions, Inc. - Common Stock"
1155,FISV,Drama,"Fiserv, Inc. - Common Stock"
1156,FITB,Drama,Fifth Third Bancorp - Common Stock
1157,FITBI,Drama,Fifth Third Bancorp - Depositary Share repstg 1/1000th Ownership Interest Perp Pfd Series I
